nct_id,title,phase,condition,endpoint_1,endpoint_2,endpoint_3
NCT07102069,Pharmacogenomic and Pharmacoepigenomic Studies of Antipsychotic Drugs in First-Episode Schizophrenia,,Schizophrenia,"to explore the objective markers concerning schizophrenia risk and functional outcome from multiple dimensions such as multi-omics including genomics, proteomics, metabolomics, electrophysiology, imaging, psychosocial, and cognition",,
NCT03850873,A Phase I Study of TQB3616 on Tolerance and Pharmacokinetics,PHASE1,Advanced Breast Cancer,,,
NCT03961373,Standard Versus Super-extended Lymphadenectomy After Neo-adjuvant Chemotherapy for Gastric Cancer,PHASE3,Locally Advanced Gastric Cancer,,,
NCT06221683,Clinical Study of Induction Therapy Options Based on Molecular Subtyping and MRD in Children and Adolescents With AML,PHASE2,"AML, Childhood",secondarily if there is an improvement over the AML2018 protocol,,
NCT01440283,A Phase II Study of Intensity Modulated Radiation Therapy (IMRT) in High Risk Abdominal Neuroblastoma,PHASE2,Abdominal Neuroblastoma,,,
NCT01789983,Feasibility of an Evidence-based Walking Program in Cancer Pts 60+ During Chemotherapy,,Breast Cancer,,,
NCT01939483,A Pilot Study of Irinotecan in Patients With Breast Cancer and CNS Metastases,NA,Central Nervous System Metastases,,,
NCT05846841,Personalized Tobacco Treatment in Primary Care (MOTIVATE),NA,Physician's Role,,,
NCT01317641,Safety and Pharmacokinetics Study of ODM-201 in Castrate Resistant Prostate Cancer,PHASE1,Prostate Cancer,"safety, tolerability and pharmacokinetics of ODM-201 in patients with castrate resistant prostate cancer",,
NCT04901741,Olaptesed With Pembrolizumab and Nanoliposomal Irinotecan or Gemcitabine/Nab-Paclitaxel in MSS Pancreatic Cancer,PHASE2,Metastatic Pancreatic Cancer,safety and tolerability and time-to-event endpoints,,
NCT05207241,The Effect of Gravity on the Occurrence of Lactational Mastitis,,Lactation Mastitis,to investigate how the scientific guidance on the gravitationally assisted breastfeeding positions will reduce the occurrence of mastitis,,
NCT03512405,Pembrolizumab and Blinatumomab in Treating Participants With Recurrent or Refractory Acute Lymphoblastic Leukemia,PHASE1,CD19 Positive,,,
NCT04704505,Bipolar Androgen Therapy (BAT) and Radium-223 (RAD) in Metastatic Castration-resistant Prostate Cancer (mCRPC),PHASE2,Prostate Adenocarcinoma,,,
NCT03043794,Study of Stereotactic Radiotherapy for Breast Cancer,PHASE2,Breast Cancer,,,
NCT05452694,OpalGenix- Personalized Postoperative Pain Management Following Lumbar Spinal Fusion and Decompression Surgery in Adults,,Lumbar Spine Stenosis,,,
NCT00093366,Arsenic Trioxide and Etanercept in Treating Patients With Myelodysplastic Syndromes,PHASE1,Leukemia,,,
NCT03568656,Study to Evaluate CCS1477 in Advanced Tumours,PHASE1,Metastatic Castration-Resistant Prostate Cancer,"the safety, tolerability, PK and biological activity of CCS1477 in patients with metastatic castration resistant prostate cancer, metastatic breast cancer, non-small cell lung cancer or advanced solid tumours",,
NCT01401322,Single Agent Lenalidomide in Adult Patients With Relapsed/Refractory Acute Lymphoblastic Leukemia,PHASE2,Leukemia,,,
NCT00779922,Pharmacokinetics of Lenalidomide (Revlimid®) in Patients With Multiple Myeloma and Impaired Renal Function,PHASE2,Multiple Myeloma,"the pharmacokinetic profile of Revlimid® in patients presenting with Multiple Myeloma and impaired renal function, the safety of Revlimid® in the enrolled patients population",Revlimid®-Dexamethasone combination in patients presenting MM and impaired renal function at completion of 3 cycles of treatment,
NCT04234022,Zn-DDC to Target Hypoxia-NFkappaB-CSCs Pathway in Multiple Myeloma,,Multiple Myeloma,,,
NCT04858529,Neoadjuvant TCHP Versus THP in Patients With HER2-positive Breast Cancer (neoCARHP Study),PHASE3,Neoadjuvant Therapies for HER2+ Breast Cancer,"was the percentage of pCR (ypT0/is, ypN0), which was defined as the absence of any residual invasive cancer in both the breast and axillary lymph nodes",ed to compare the efficacy and safety of TCHP with THP neoadjuvant setting for HER2-positive breast cancer,
NCT00245531,Effects of Endocrine Health on Mental Performance of Men and Women Using Drugs,,Human Immunodeficiency Virus Positive or Negative,,,
NCT04932031,Risk Prediction of Taxane Chemotherapy-Induced Peripheral Neuropathy,,Breast Cancer,,,
NCT00202046,Predictors of Lymphedema Following Breast Cancer Surgery,,Breast Cancer,,,
NCT05498246,Bipolar Coagulation Versus Suture Renorrhaphy in Laparoscopic Partial Nephrectomy,NA,Nephrectomy,,,
NCT04486846,Electronic Post-Treatment Surveillance Program for Prostate Cancer Survivors (eHealth),NA,Prostate Cancer,patient compliance and satisfaction with eVisit follow up care in lieu of in person clinic visits,the feasibility of implementing an eHealth prostate cancer surveillance program through the eVisit electronic medical record patient portal,
NCT01297088,PET/CT (Positron Emission Tomography / Computed Tomography) Investigations With BAY86-9596 (18F) (300 MBq) Following Single Intravenous Administration in Patients With Cancer or Inflammations.,PHASE1,Diagnostic Imaging,,,
NCT00124488,Comparison of Tomotherapy Versus Intensity-modulated Step-and-shoot and Conventional Radiation Treatment Plans for Patients With Locally-advanced Squamous Cell Carcinoma of the Cervix,,Cervix Neoplasm,whether or not IMRT and/or Tomotherapy technology can produce radiation plans that deliver higher doses of radiation to the tumor and lower doses to normal organs when compared to standard radiation plans,,
NCT03417388,Women's IschemiA TRial to Reduce Events In Non-ObstRuctive CAD,PHASE4,Coronary Artery Disease,"is first occurrence of MACE as death, nonfatal MI, nonfatal stroke/transient ischemic attack (TIA) or hospitalization for heart failure or angina",whether intensive medication treatment to modify risk factors and vascular function in women patients with coronary arteries showing no flow limit obstruction but with cardiac symptoms (i,
NCT05824403,PAncreatic Disease Cohort of TOuLouse,,Pancreatic Diseases,is to develop positive or differential diagnostic tools between benign potentially malignant or malignant pancreatic pathologies,,
NCT02548403,Effect of Simethicone on Bowel Preparation for Colonoscopy,PHASE3,Colorectal Cancer,,,
NCT01855061,Biomarker Development for Response Prediction by DNA Mutational Analysis,,Neoplasm Metastasis,whether it is possible to predict response to chemotherapy in patients with metastatic cancer who are treated with irinotecan by determining the mutational profile of the tumor,,
NCT01416961,Integration of Neutron Therapy in the Treatment Plan for Stage III Non-Small Cell Lung Cancer (NSCLC),PHASE1,Lung Cancer,the feasibility of integrating this therapy with current treatment regimens,,
NCT04118842,A Study in Healthy Subjects to Assess the Pharmacokinetics of Savolitinib When Administered Alone and in Combination With Rifampicin,PHASE1,Solid Tumors,,,
NCT06115642,"A Phase I Study to Evaluate the Safety, Tolerability, and PK of HLX43 in Advanced/Metastatic Solid Tumors",PHASE1,Advanced Solid Tumor,the safety and tolerability of HLX43,,
NCT01642186,"Study of (1) Everolimus, (2) Estrogen Deprivation Therapy (EDT) With Leuprolide + Letrozole and (3) Everolimus + EDT in Patients With Unresectable Fibrolamellar Hepatocellular Carcinoma (FLL-HCC)",PHASE2,Fibrolamellar Carcinoma,,,
NCT02745886,Metformin Induces a Dietary Restriction-like State in Human,PHASE4,Overweight Subjects,of the study is to investigate whether metformin treatment can induce dietary restriction-like state in human,,
NCT00342186,Genes Involved in Resistance or Susceptibility to Hepatitis B Virus,,"Hepatitis, Viral, Human",,,
NCT00508586,PTC299 and Hormonal Agent for Treatment of Metastatic Breast Cancer,PHASE1,Metastatic Breast Cancer,,,
NCT04182386,Scandinavian Cohort Study for Optimal Use of Portal Vein Embolization,,Hepatic Neoplasm,,,
NCT01727570,Prehabilitation to Overcome the Stress of Surgery: the Role of Nutrition in Enhancing Postoperative Functional Capacity,NA,Colorectal Cancer,the impact of nutritional supplementation with whey protein on postoperative functional capacity in patients undergoing colorectal surgery for cancer,,
NCT06076070,GENomic PROfilation for Therapeutic Purposes in SARComas and Molecular Tumor Board (MTB): Retrospective/Prospective Study in Referral Centers,,Sarcoma,the aptitude to the use of genomic profiling methods for therapeutic purposes and evaluation by the institutional Molecular Tumor Board (MTB) of sarcoma patients with metastatic/locally advanced disease that is inoperable with no viable therapeutic alternatives or with histotypes known to be resistant to available in-label medical treatments and without already therapeutically validated driver mutations,,
NCT00776373,Rapamycin in With High-Dose Etoposide and Cytarabine in Relapsed/Refractory Aggressive Lymphoid Malignancies,PHASE1,ALL,rapamycin in combination with HiVAC in relapsed and refractory patients with aggressive lymphoid malignancies,,
NCT05175573,SuperNO2VA Et Versus Oxygen Face Mask During Deep Sedation,NA,Hypoxemia,"of the study is to prospectively and randomly compare the incidence, duration, and severity of oxygen desaturation between a nasal mask with nasal positive airway pressure (PAP) versus oxygen therapy with a facemask during procedural deep sedation in patients considered high risk for hypoxia (ie: BMI ≥30 kg/m2 or documented Obstructive Sleep Apnea",,
NCT01512173,Study in Infants With Infantile Hemangioma to Compare Propranolol Gel to Placebo,PHASE2,Infantile Hemangioma,of this study is to evaluate topical propranolol efficacy and safety in the management of localized hemangioma,topical propranolol efficacy and safety in the management of localized hemangioma,
NCT06524973,Telehealth Self-Management Coaching Sessions to Improve Quality of Life in Pancreatic Cancer Survivors and Their Family Care Givers,NA,Metastatic Pancreatic Adenocarcinoma,,,
NCT06545669,"C-Raven, a Virtual Tobacco Cessation Intervention in the Community",PHASE4,Tobacco Dependence,,,
NCT06511141,Sacral Neuromodulation for Male Overactive Bladder (MOAB),NA,Overactive Bladder,the post-market clinical outcomes of the Axonics SNM System for treatment of overactive bladder in male patients,,
NCT04479241,LUMINOS-101: Lerapolturev (PVSRIPO) and Pembrolizumab in Patients With Recurrent Glioblastoma,PHASE2,Glioblastoma,"lerapolturev intratumoral infusion followed by intravenous pembrolizumab 14 to 28 days later, and every 3 weeks, thereafter",,
NCT05105841,Study to Assess Change in Disease Activity and Adverse Events of Oral Venetoclax in Combination With Intravenous (IV) Obinutuzumab or Oral Ibrutinib in Adult Participants With Untreated Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL),PHASE2,Chronic Lymphocytic Leukemia (CLL),"how well venetoclax works in combination with obinutuzumab (V+G, Cohort 1) or with ibrutinib (V+I, Cohort 2) in Japanese participants with previously untreated CLL/Small Lymphocytic Lymphoma (SLL)",,
NCT00063154,"Safety and Effect of Pertuzumab in Patients With Advanced Non-Small Cell Lung Cancer, Which Has Progressed After Prior Chemotherapy",PHASE2,Non-small Cell Lung Cancer,if the study drug pertuzumab is effective in treating patients with advanced lung cancer that has recurred following prior chemotherapy,,
NCT04819854,Single and Multiple Ascending Dose Study With EP395,PHASE1,Adult ALL,to determine the safe dose range of EP395 for further clinical development,the safe dose range of EP395 for further clinical development,
NCT05489705,"A Prospective Registry Study to Assess Real-world Patient Characteristics, Treatment Patterns, and Longitudinal Outcomes in Patients Receiving Mavacamten and Other Treatments for Symptomatic Obstructive Hypertrophic Cardiomyopathy (Obstructive-HCM)",,Obstructive Hypertrophic Cardiomyopathy,the safety of mavacamten in patients with symptomatic obstructive HCM in the real-world setting,,
NCT05427305,TAB008 Compared to Avastin® in Patients With EGFR Wild-type Non-squamous Non-small Cell Lung Cancer,PHASE3,Efficacy,compared the objective response rate (ORR) within 6 cycles as read by an independent radiological review committee (IRRC),response rate (ORR) within 6 cycles as read by an independent radiological review committee (IRRC),
NCT04689594,A Study to Evaluate the Esophageal Stenosis Inhibition Effects of CLS2702C/CLS2702D After Endoscopic Submucosal Dissection (ESD) in Patients With Superficial Esophageal Cancer in the Steroid Administration Risk Group,PHASE3,Superficial Esophageal Cancer,"the efficacy and safety of esophageal epithelial regenerative treatment by the transplantation of the product, CLS2702C, to the esophageal wound site after extensive ESD for superficial esophageal cancer in the steroid administration risk group",,
